# See API at http://earthquake.usgs.gov/fdsnws/event/1/
# Table below results from this query:  http://earthquake.usgs.gov/fdsnws/event/1/query?format=text&starttime=2016-01-01&endtime=2016-01-02
#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
nn00524942|2016-01-01 06:27:50.240|41.8568|-119.612|6.2|nn|nn|nn|nn00524942|ml|1.7|nn|71km ESE of Lakeview, Oregon
ci37509304|2016-01-01 06:26:34.500|35.7435|-117.597|10.52|ci|ci|ci|ci37509304|ml|0.85|ci|15km NNE of Ridgecrest, California
ak12371540|2016-01-01 06:25:40.000|60.1958|-141.2902|0|ak|ak|ak|ak12371540|ml|1.6|ak|65km ENE of Cape Yakataga, Alaska
ci37509296|2016-01-01 06:09:01.050|33.4975|-116.4828333|14.66|ci|ci|ci|ci37509296|ml|0.51|ci|19km ESE of Anza, California
nc72572225|2016-01-01 06:05:42.370|38.8233333|-122.8063333|0.93|nc|nc|nc|nc72572225|md|1.21|nc|6km NW of The Geysers, California
us10004api|2016-01-01 06:03:32.400|-31.5182|-71.5358|30.65|us|us|us|us10004api|mb|4.4|us|37km WNW of Illapel, Chile
nn00524954|2016-01-01 06:00:51.540|41.9423|-119.6422|11.8|nn|nn|nn|nn00524954|ml|1.1|nn|64km ESE of Lakeview, Oregon
nc72572220|2016-01-01 05:56:51.700|38.7994995|-122.7718353|1.09|nc|nc|nc|nc72572220|md|0.88|nc|2km NNW of The Geysers, California
ak12439394|2016-01-01 05:54:29.000|51.3409|-174.3395|7|ak|ak|ak|ak12439394|ml|2|ak|95km S of Atka, Alaska
nn00524941|2016-01-01 05:46:50.393|41.8786|-119.6145|7.1|nn|nn|nn|nn00524941|ml|2|nn|69km ESE of Lakeview, Oregon
us10004aph|2016-01-01 05:46:17.430|-30.9008|-71.7693|7.13|us|us|us|us10004aph|mb|4.4|us|63km WSW of Ovalle, Chile
ci37509288|2016-01-01 05:34:49.760|36.0281667|-117.7726667|1.99|ci|ci|ci|ci37509288|ml|0.7|ci|16km NE of Little Lake, California
nc72572215|2016-01-01 05:29:22.410|35.7338333|-121.1221667|6.46|nc|nc|nc|nc72572215|md|1.88|nc|11km NNE of San Simeon, California
us10004apg|2016-01-01 05:28:57.000|6.816|-73.152|150.8|rsnc|us|us|us10004apg|mb|4.3|us|12km E of Zapatoca, Colombia
ak12370675|2016-01-01 05:27:38.000|53.6375|-165.8684|27.4|ak|ak|ak|ak12370675|ml|1.5|ak|51km ESE of Unalaska, Alaska
nn00524964|2016-01-01 05:17:56.671|39.5423|-118.4512|8.6|nn|nn|nn|nn00524964|ml|0.9|nn|29km ENE of Fallon, Nevada
ak12439392|2016-01-01 05:10:42.000|68.2349|-136.4626|27.3|ak|ak|ak|ak12439392|ml|2.9|ak|110km NW of Fort McPherson, Canada
nn00524940|2016-01-01 05:05:40.553|38.5238|-118.5103|9|nn|nn|nn|nn00524940|ml|0|nn|9km E of Hawthorne, Nevada
ci37509272|2016-01-01 05:04:23.580|34.0048333|-117.1926667|5.56|ci|ci|ci|ci37509272|ml|1.03|ci|6km S of Redlands, California
ak12369807|2016-01-01 04:59:22.000|63.7883|-146.647|3.4|ak|ak|ak|ak12369807|ml|2.1|ak|52km WSW of Delta Junction, Alaska
nc72572210|2016-01-01 04:51:07.590|40.211|-122.2273333|30.75|nc|nc|nc|nc72572210|md|1.59|nc|3km NNE of Red Bluff, California
ak12369805|2016-01-01 04:48:01.000|61.764|-150.7399|65.5|ak|ak|ak|ak12369805|ml|1.7|ak|37km W of Willow, Alaska
us10004bew|2016-01-01 04:47:11.480|12.7932|144.1769|28.12|us|us|us|us10004bew|mb|4.5|us|74km SW of Merizo Village, Guam
ci37509264|2016-01-01 04:45:13.950|36.1166667|-118.0546667|1.11|ci|ci|ci|ci37509264|ml|2.03|ci|12km NW of Coso Junction, California
ak12439389|2016-01-01 04:28:44.000|58.9061|-152.481|65.7|ak|ak|ak|ak12439389|ml|2|ak|97km SSW of Homer, Alaska
ak12369804|2016-01-01 04:24:36.000|63.2959|-151.4416|9.7|ak|ak|ak|ak12369804|ml|1.2|ak|125km W of Cantwell, Alaska
ak12439387|2016-01-01 04:22:32.000|50.5822|-174.9216|24.8|ak|ak|ak|ak12439387|ml|2.2|ak|186km SSW of Atka, Alaska
ak12369802|2016-01-01 04:18:20.000|63.3749|-145.1497|1.3|ak|ak|ak|ak12369802|ml|1.4|ak|55km S of Deltana, Alaska
us10004dcz|2016-01-01 04:12:16.520|10.6762|56.8668|10|us|us|us|us10004dcz|mb|4|us|Carlsberg Ridge
ak12369799|2016-01-01 04:12:13.000|64.5834|-148.7776|11|ak|ak|ak|ak12369799|ml|0.8|ak|16km E of North Nenana, Alaska
nn00524934|2016-01-01 03:59:13.954|38.0491|-118.9697|14.9|nn|nn|nn|nn00524934|ml|1|nn|32km SE of Bridgeport, California
nn00524933|2016-01-01 03:57:44.557|38.5099|-118.4109|3.5|nn|nn|nn|nn00524933|ml|0.1|nn|18km E of Hawthorne, Nevada
us10004dcy|2016-01-01 03:43:12.680|11.4949|-86.6366|58.77|us|us|us|us10004dcy|mb|4.1|us|34km SSW of Masachapa, Nicaragua
ak12368937|2016-01-01 03:30:06.000|60.3879|-140.3208|0.2|ak|ak|ak|ak12368937|ml|1.6|ak|99km NNW of Yakutat, Alaska
us10004ap5|2016-01-01 03:29:31.800|35.8976|-97.2462|6.862|tul|us|us|us10004ap5|ml|2.5|tul|5km S of Langston, Oklahoma
us10004ap4|2016-01-01 03:26:08.910|40.8745|72.6379|40.3|us|us|us|us10004ap4|mb|4.3|us|18km NNW of Qurghontepa, Uzbekistan
us10004dd2|2016-01-01 03:16:57.640|-25.379|-179.4803|415.3|us|us|us|us10004dd2|mb|4.1|us|South of the Fiji Islands
nn00524936|2016-01-01 03:15:43.444|41.8857|-119.6086|5|nn|nn|nn|nn00524936|ml|1.1|nn|69km ESE of Lakeview, Oregon
us10004ap1|2016-01-01 03:13:20.800|36.2873|-98.2198|6.292|tul|us|us|us10004ap1|ml|2.7|tul|20km NNE of Okeene, Oklahoma
nc72572195|2016-01-01 03:04:12.360|38.8371658|-122.8311691|1.18|nc|nc|nc|nc72572195|md|0.43|nc|9km W of Cobb, California
ak12368934|2016-01-01 03:02:38.000|63.297|-150.5051|3.2|ak|ak|ak|ak12368934|ml|1.4|ak|78km W of Cantwell, Alaska
us10004dcw|2016-01-01 03:00:17.640|35.6383|141.7001|34.85|us|us|us|us10004dcw|mb|4.1|us|79km E of Hasaki, Japan
ak12368933|2016-01-01 02:53:53.000|51.2294|-178.2932|53.3|ak|ak|ak|ak12368933|ml|2.4|ak|57km E of Amatignak Island, Alaska
ismpkansas70164583|2016-01-01 02:52:55.500|37.2223333|-97.8791667|3.3|ismp|ismpkansas|ismp|ismpkansas70164583|ml|1.81|ismp|14km ESE of Harper, Kansas
nn00524927|2016-01-01 02:44:20.767|41.8898|-119.5964|9.7|nn|nn|nn|nn00524927|ml|2.4|nn|70km ESE of Lakeview, Oregon
ak12439381|2016-01-01 02:41:30.000|62.008|-151.2353|83.9|ak|ak|ak|ak12439381|ml|1.7|ak|68km WSW of Talkeetna, Alaska
us10004any|2016-01-01 02:36:58.930|-12.4827|166.8215|94.07|us|us|us|us10004any|mb|4.4|us|173km NNW of Sola, Vanuatu
nn00524925|2016-01-01 02:31:40.787|38.5135|-118.4105|2.8|nn|nn|nn|nn00524925|ml|-0.1|nn|18km E of Hawthorne, Nevada
nn00524932|2016-01-01 02:15:09.367|41.8731|-119.623|8.4|nn|nn|nn|nn00524932|ml|1.9|nn|69km ESE of Lakeview, Oregon
hv61139521|2016-01-01 02:06:45.820|19.5748333|-155.0621667|14.399|hv|hv|hv|hv61139521|ml|2.64|hv|3km S of Kurtistown, Hawaii
us10004ant|2016-01-01 02:00:39.950|-50.5575|139.4489|10|us|us|us|us10004ant|mww|6.3|us|Western Indian-Antarctic Ridge
ak12439380|2016-01-01 01:58:16.000|63.5974|-149.7681|19.9|ak|ak|ak|ak12439380|ml|0.9|ak|46km WNW of Cantwell, Alaska
ak12439379|2016-01-01 01:45:58.000|52.432|-164.1689|16.3|ak|ak|ak|ak12439379|ml|2.4|ak|217km SSE of Akutan, Alaska
ak12439378|2016-01-01 01:45:03.000|61.5693|-146.2119|40.2|ak|ak|ak|ak12439378|ml|1.4|ak|49km N of Valdez, Alaska
nc72572180|2016-01-01 01:39:53.960|36.022|-120.594|5.45|nc|nc|nc|nc72572180|md|0.48|nc|24km WSW of Coalinga, California
hv61139466|2016-01-01 01:36:25.370|19.3163338|-155.1013336|5.87|hv|hv|hv|hv61139466|md|1.8|hv|19km SE of Volcano, Hawaii
nc72572175|2016-01-01 01:35:55.530|38.7879982|-122.7444992|0.78|nc|nc|nc|nc72572175|md|0.87|nc|1km NE of The Geysers, California
nn00524915|2016-01-01 01:30:16.235|38.5242|-118.5138|9.2|nn|nn|nn|nn00524915|ml|0.2|nn|9km E of Hawthorne, Nevada
nn00524910|2016-01-01 01:16:45.848|38.5147|-118.4136|8.2|nn|nn|nn|nn00524910|ml|0.5|nn|18km E of Hawthorne, Nevada
nc72572170|2016-01-01 01:16:27.090|38.8198333|-122.7528333|3.73|nc|nc|nc|nc72572170|md|0.34|nc|2km W of Cobb, California
ak12368065|2016-01-01 00:53:47.000|61.502|-152.4032|11.9|ak|ak|ak|ak12368065|ml|1.8|ak|108km NNW of Nikiski, Alaska
ci37509256|2016-01-01 00:42:11.540|33.6341667|-116.742|17.64|ci|ci|ci|ci37509256|ml|0.38|ci|11km NW of Anza, California
us10004anj|2016-01-01 00:37:58.700|42.5138|142.7227|89.9|us|us|us|us10004anj|mb|4|us|35km NE of Shizunai, Japan
ak12368057|2016-01-01 00:37:53.000|61.5432|-152.3828|0.7|ak|ak|ak|ak12368057|ml|3.4|ak|111km NNW of Nikiski, Alaska
nn00524900|2016-01-01 00:30:58.023|37.4485|-115.9455|12.3|nn|nn|nn|nn00524900|ml|1.3|nn|69km W of Alamo, Nevada
pr16001000|2016-01-01 00:30:04.900|18.0771|-67.1026|19|pr|pr|pr|pr16001000|Md|2.8|pr|1km SSE of Monte Grande, Puerto Rico
ci37509248|2016-01-01 00:21:42.980|34.1858333|-117.4001667|8.4|ci|ci|ci|ci37509248|ml|0.69|ci|4km S of Devore, California
ci37509240|2016-01-01 00:18:09.190|34.0375|-117.2253333|14.66|ci|ci|ci|ci37509240|ml|0.76|ci|4km ESE of Loma Linda, California
ci37509232|2016-01-01 00:12:50.650|34.1821667|-117.4161667|7.38|ci|ci|ci|ci37509232|ml|0.85|ci|5km SSW of Devore, California
ak12368055|2016-01-01 00:11:16.000|64.9859|-147.3342|0|ak|ak|ak|ak12368055|ml|1.2|ak|22km NNE of Badger, Alaska
